name,address,phone,rating,reviewCount,category,mapsUrl,status,scrapedAt,outreach
Golden Wings,"1718 N Foster Dr, Baton Rouge, LA 70806, USA",(225) 928-8588,3.9,147,restaurant,https://www.google.com/maps/place/?q=place_id:ChIJE76TXGOhJoYRSByWw69xlBU,OPERATIONAL,2026-03-28T15:16:44.916Z,"Hi there,

I noticed that Golden Wings doesn't have a website yet — so I went ahead and built one for you.

It's live at: [DEMO_URL]

You have a 3.9⭐ rating with 147 reviews on Google — that's a real asset. A website will help you convert that attention into more customers.

We build and maintain professional websites for Baton Rouge businesses starting at $39/month — and you can see exactly what you're getting before you pay anything.

If you'd like to keep it, update it, or just chat — reply here or call/text anytime.

— InkThorn Crustacean Web Development
   hello@inkthorn.ai | inkthorn.ai/crustacean"
Dixie Maid Drive-In,"4769 McClelland Dr, Baton Rouge, LA 70805, USA",(225) 357-1525,4.5,570,restaurant,https://www.google.com/maps/place/?q=place_id:ChIJ_46zVCeiJoYRjSd3S0xsGJc,OPERATIONAL,2026-03-28T15:16:47.195Z,"Hi there,

I noticed that Dixie Maid Drive-In doesn't have a website yet — so I went ahead and built one for you.

It's live at: [DEMO_URL]

You have a 4.5⭐ rating with 570 reviews on Google — that's a real asset. A website will help you convert that attention into more customers.

We build and maintain professional websites for Baton Rouge businesses starting at $39/month — and you can see exactly what you're getting before you pay anything.

If you'd like to keep it, update it, or just chat — reply here or call/text anytime.

— InkThorn Crustacean Web Development
   hello@inkthorn.ai | inkthorn.ai/crustacean"
Backyard Bistro BR,"3628 Vaughn Dr, Baton Rouge, LA 70805, USA",(225) 284-1495,3.7,3,restaurant,https://www.google.com/maps/place/?q=place_id:ChIJfWKCjCKhJoYRlFWL94JsBb8,OPERATIONAL,2026-03-28T15:16:47.195Z,"Hi there,

I noticed that Backyard Bistro BR doesn't have a website yet — so I went ahead and built one for you.

It's live at: [DEMO_URL]

You have a 3.7⭐ rating with 3 reviews on Google — that's a real asset. A website will help you convert that attention into more customers.

We build and maintain professional websites for Baton Rouge businesses starting at $39/month — and you can see exactly what you're getting before you pay anything.

If you'd like to keep it, update it, or just chat — reply here or call/text anytime.

— InkThorn Crustacean Web Development
   hello@inkthorn.ai | inkthorn.ai/crustacean"
Mayhem WIngz,"4343 Denham St #106, Baton Rouge, LA 70805, USA",,,0,restaurant,https://www.google.com/maps/place/?q=place_id:ChIJoWzfNgmhJoYRd5pjbaUjWxU,OPERATIONAL,2026-03-28T15:16:47.195Z,"Hi there,

I noticed that Mayhem WIngz doesn't have a website yet — so I went ahead and built one for you.

It's live at: [DEMO_URL]

You have reviews on Google that are bringing people in. A website will help you convert that attention into more customers.

We build and maintain professional websites for Baton Rouge businesses starting at $39/month — and you can see exactly what you're getting before you pay anything.

If you'd like to keep it, update it, or just chat — reply here or call/text anytime.

— InkThorn Crustacean Web Development
   hello@inkthorn.ai | inkthorn.ai/crustacean"
Café te Ria,"5154 Plank Rd, Baton Rouge, LA 70805, USA",(225) 900-1990,,0,restaurant,https://www.google.com/maps/place/?q=place_id:ChIJY6fAyK2hJoYRjrNxZkK4KVA,OPERATIONAL,2026-03-28T15:16:47.195Z,"Hi there,

I noticed that Café te Ria doesn't have a website yet — so I went ahead and built one for you.

It's live at: [DEMO_URL]

You have reviews on Google that are bringing people in. A website will help you convert that attention into more customers.

We build and maintain professional websites for Baton Rouge businesses starting at $39/month — and you can see exactly what you're getting before you pay anything.

If you'd like to keep it, update it, or just chat — reply here or call/text anytime.

— InkThorn Crustacean Web Development
   hello@inkthorn.ai | inkthorn.ai/crustacean"
Rouge Cafe,"6224 Plank Rd Suite C, Baton Rouge, LA 70805, USA",(225) 478-3832,1,2,restaurant,https://www.google.com/maps/place/?q=place_id:ChIJEd2NjeOhJoYRsN7GpXFETc0,OPERATIONAL,2026-03-28T15:16:47.195Z,"Hi there,

I noticed that Rouge Cafe doesn't have a website yet — so I went ahead and built one for you.

It's live at: [DEMO_URL]

You have a 1⭐ rating with 2 reviews on Google — that's a real asset. A website will help you convert that attention into more customers.

We build and maintain professional websites for Baton Rouge businesses starting at $39/month — and you can see exactly what you're getting before you pay anything.

If you'd like to keep it, update it, or just chat — reply here or call/text anytime.

— InkThorn Crustacean Web Development
   hello@inkthorn.ai | inkthorn.ai/crustacean"
The Red Table,"5151 Plank Rd STE 130, Baton Rouge, LA 70805, USA",(225) 316-8765,1,2,restaurant,https://www.google.com/maps/place/?q=place_id:ChIJlSBExiKhJoYRAt0R8hIT2qc,OPERATIONAL,2026-03-28T15:16:47.195Z,"Hi there,

I noticed that The Red Table doesn't have a website yet — so I went ahead and built one for you.

It's live at: [DEMO_URL]

You have a 1⭐ rating with 2 reviews on Google — that's a real asset. A website will help you convert that attention into more customers.

We build and maintain professional websites for Baton Rouge businesses starting at $39/month — and you can see exactly what you're getting before you pay anything.

If you'd like to keep it, update it, or just chat — reply here or call/text anytime.

— InkThorn Crustacean Web Development
   hello@inkthorn.ai | inkthorn.ai/crustacean"
Ooh Dat Food Trailer,"4886 Plank Rd, Baton Rouge, LA 70805, USA",(225) 910-8484,4.4,90,restaurant,https://www.google.com/maps/place/?q=place_id:ChIJjTqtFFKhJoYROwfNmoOL1mU,OPERATIONAL,2026-03-28T15:16:47.195Z,"Hi there,

I noticed that Ooh Dat Food Trailer doesn't have a website yet — so I went ahead and built one for you.

It's live at: [DEMO_URL]

You have a 4.4⭐ rating with 90 reviews on Google — that's a real asset. A website will help you convert that attention into more customers.

We build and maintain professional websites for Baton Rouge businesses starting at $39/month — and you can see exactly what you're getting before you pay anything.

If you'd like to keep it, update it, or just chat — reply here or call/text anytime.

— InkThorn Crustacean Web Development
   hello@inkthorn.ai | inkthorn.ai/crustacean"
The Treat Boutique,"Beechwood Dr, Baton Rouge, LA 70805, USA",,,0,restaurant,https://www.google.com/maps/place/?q=place_id:ChIJOUGF3u6hJoYRorHdD1yQRP4,OPERATIONAL,2026-03-28T15:16:47.195Z,"Hi there,

I noticed that The Treat Boutique doesn't have a website yet — so I went ahead and built one for you.

It's live at: [DEMO_URL]

You have reviews on Google that are bringing people in. A website will help you convert that attention into more customers.

We build and maintain professional websites for Baton Rouge businesses starting at $39/month — and you can see exactly what you're getting before you pay anything.

If you'd like to keep it, update it, or just chat — reply here or call/text anytime.

— InkThorn Crustacean Web Development
   hello@inkthorn.ai | inkthorn.ai/crustacean"
Cluckin Delicious,"4762 Plank Rd, Baton Rouge, LA 70805, USA",(225) 367-3565,4.9,43,restaurant,https://www.google.com/maps/place/?q=place_id:ChIJ4yiKzxKhJoYRAYwWN3-U46E,OPERATIONAL,2026-03-28T15:16:47.195Z,"Hi there,

I noticed that Cluckin Delicious doesn't have a website yet — so I went ahead and built one for you.

It's live at: [DEMO_URL]

You have a 4.9⭐ rating with 43 reviews on Google — that's a real asset. A website will help you convert that attention into more customers.

We build and maintain professional websites for Baton Rouge businesses starting at $39/month — and you can see exactly what you're getting before you pay anything.

If you'd like to keep it, update it, or just chat — reply here or call/text anytime.

— InkThorn Crustacean Web Development
   hello@inkthorn.ai | inkthorn.ai/crustacean"
Heather V's Cafe,"3655 Perkins Rd, Baton Rouge, LA 70808, USA",(225) 246-8444,4.7,27,restaurant,https://www.google.com/maps/place/?q=place_id:ChIJeZhgF7emJoYR0WhQBe3l3sQ,OPERATIONAL,2026-03-28T15:16:52.155Z,"Hi there,

I noticed that Heather V's Cafe doesn't have a website yet — so I went ahead and built one for you.

It's live at: [DEMO_URL]

You have a 4.7⭐ rating with 27 reviews on Google — that's a real asset. A website will help you convert that attention into more customers.

We build and maintain professional websites for Baton Rouge businesses starting at $39/month — and you can see exactly what you're getting before you pay anything.

If you'd like to keep it, update it, or just chat — reply here or call/text anytime.

— InkThorn Crustacean Web Development
   hello@inkthorn.ai | inkthorn.ai/crustacean"
Chirpin Chicken,"Baker, LA 70714, USA",,,0,restaurant,https://www.google.com/maps/place/?q=place_id:ChIJ4Zmol_OeJoYR84eNn6Dg9r8,OPERATIONAL,2026-03-28T15:16:57.455Z,"Hi there,

I noticed that Chirpin Chicken doesn't have a website yet — so I went ahead and built one for you.

It's live at: [DEMO_URL]

You have reviews on Google that are bringing people in. A website will help you convert that attention into more customers.

We build and maintain professional websites for Baton Rouge businesses starting at $39/month — and you can see exactly what you're getting before you pay anything.

If you'd like to keep it, update it, or just chat — reply here or call/text anytime.

— InkThorn Crustacean Web Development
   hello@inkthorn.ai | inkthorn.ai/crustacean"
Tripletts,"Baker, LA 70714, USA",,,0,restaurant,https://www.google.com/maps/place/?q=place_id:ChIJo9V9UwCfJoYRtwEkh7Lovv0,OPERATIONAL,2026-03-28T15:16:57.455Z,"Hi there,

I noticed that Tripletts doesn't have a website yet — so I went ahead and built one for you.

It's live at: [DEMO_URL]

You have reviews on Google that are bringing people in. A website will help you convert that attention into more customers.

We build and maintain professional websites for Baton Rouge businesses starting at $39/month — and you can see exactly what you're getting before you pay anything.

If you'd like to keep it, update it, or just chat — reply here or call/text anytime.

— InkThorn Crustacean Web Development
   hello@inkthorn.ai | inkthorn.ai/crustacean"
HUNT GROTHERS PIZZA,"Baker, LA 70714, USA",,,0,restaurant,https://www.google.com/maps/place/?q=place_id:ChIJVQCzQfmeJoYRRCkEUBVwQdI,OPERATIONAL,2026-03-28T15:16:59.659Z,"Hi there,

I noticed that HUNT GROTHERS PIZZA doesn't have a website yet — so I went ahead and built one for you.

It's live at: [DEMO_URL]

You have reviews on Google that are bringing people in. A website will help you convert that attention into more customers.

We build and maintain professional websites for Baton Rouge businesses starting at $39/month — and you can see exactly what you're getting before you pay anything.

If you'd like to keep it, update it, or just chat — reply here or call/text anytime.

— InkThorn Crustacean Web Development
   hello@inkthorn.ai | inkthorn.ai/crustacean"
Today's Special By Tori,"13341 Gibbens Rd, Baton Rouge, LA 70807, USA",(225) 603-5662,5,1,restaurant,https://www.google.com/maps/place/?q=place_id:ChIJXY-MxwifJoYR5c29HlGQyLA,OPERATIONAL,2026-03-28T15:16:59.659Z,"Hi there,

I noticed that Today's Special By Tori doesn't have a website yet — so I went ahead and built one for you.

It's live at: [DEMO_URL]

You have a 5⭐ rating with 1 reviews on Google — that's a real asset. A website will help you convert that attention into more customers.

We build and maintain professional websites for Baton Rouge businesses starting at $39/month — and you can see exactly what you're getting before you pay anything.

If you'd like to keep it, update it, or just chat — reply here or call/text anytime.

— InkThorn Crustacean Web Development
   hello@inkthorn.ai | inkthorn.ai/crustacean"
Adams,"12275 Plank Rd, Baton Rouge, LA 70811, USA",(225) 775-0022,4.2,416,restaurant,https://www.google.com/maps/place/?q=place_id:ChIJl4ADYs2YJoYRKp1_xDQUNZY,OPERATIONAL,2026-03-28T15:16:59.659Z,"Hi there,

I noticed that Adams doesn't have a website yet — so I went ahead and built one for you.

It's live at: [DEMO_URL]

You have a 4.2⭐ rating with 416 reviews on Google — that's a real asset. A website will help you convert that attention into more customers.

We build and maintain professional websites for Baton Rouge businesses starting at $39/month — and you can see exactly what you're getting before you pay anything.

If you'd like to keep it, update it, or just chat — reply here or call/text anytime.

— InkThorn Crustacean Web Development
   hello@inkthorn.ai | inkthorn.ai/crustacean"
61 ON THE GEAUX CAFE,"13150 Scenic Hwy, Baton Rouge, LA 70807, USA",(225) 256-1032,4.3,6,restaurant,https://www.google.com/maps/place/?q=place_id:ChIJ_8U42uifJoYRcmTpndkCuP8,OPERATIONAL,2026-03-28T15:16:59.659Z,"Hi there,

I noticed that 61 ON THE GEAUX CAFE doesn't have a website yet — so I went ahead and built one for you.

It's live at: [DEMO_URL]

You have a 4.3⭐ rating with 6 reviews on Google — that's a real asset. A website will help you convert that attention into more customers.

We build and maintain professional websites for Baton Rouge businesses starting at $39/month — and you can see exactly what you're getting before you pay anything.

If you'd like to keep it, update it, or just chat — reply here or call/text anytime.

— InkThorn Crustacean Web Development
   hello@inkthorn.ai | inkthorn.ai/crustacean"
AttaBoy Kajun,"11312 Plank Rd, Baton Rouge, LA 70811, USA",(225) 363-5608,3.7,3,restaurant,https://www.google.com/maps/place/?q=place_id:ChIJkfYbKgCfJoYRywjf44Ur6ZA,OPERATIONAL,2026-03-28T15:16:59.659Z,"Hi there,

I noticed that AttaBoy Kajun doesn't have a website yet — so I went ahead and built one for you.

It's live at: [DEMO_URL]

You have a 3.7⭐ rating with 3 reviews on Google — that's a real asset. A website will help you convert that attention into more customers.

We build and maintain professional websites for Baton Rouge businesses starting at $39/month — and you can see exactly what you're getting before you pay anything.

If you'd like to keep it, update it, or just chat — reply here or call/text anytime.

— InkThorn Crustacean Web Development
   hello@inkthorn.ai | inkthorn.ai/crustacean"
China Wok,"10218 Sullivan Rd D, Baton Rouge, LA 70818, USA",(225) 262-2268,4.3,151,restaurant,https://www.google.com/maps/place/?q=place_id:ChIJpzVGyciXJoYRhL8ifJ8KNdg,OPERATIONAL,2026-03-28T15:17:00.134Z,"Hi there,

I noticed that China Wok doesn't have a website yet — so I went ahead and built one for you.

It's live at: [DEMO_URL]

You have a 4.3⭐ rating with 151 reviews on Google — that's a real asset. A website will help you convert that attention into more customers.

We build and maintain professional websites for Baton Rouge businesses starting at $39/month — and you can see exactly what you're getting before you pay anything.

If you'd like to keep it, update it, or just chat — reply here or call/text anytime.

— InkThorn Crustacean Web Development
   hello@inkthorn.ai | inkthorn.ai/crustacean"
The Big Chill & Treats,"10022 Hooper Rd, Baton Rouge, LA 70818, USA",(225) 444-5458,4.7,6,restaurant,https://www.google.com/maps/place/?q=place_id:ChIJsamSoteZJoYREQTZgkDYtcw,OPERATIONAL,2026-03-28T15:17:02.329Z,"Hi there,

I noticed that The Big Chill & Treats doesn't have a website yet — so I went ahead and built one for you.

It's live at: [DEMO_URL]

You have a 4.7⭐ rating with 6 reviews on Google — that's a real asset. A website will help you convert that attention into more customers.

We build and maintain professional websites for Baton Rouge businesses starting at $39/month — and you can see exactly what you're getting before you pay anything.

If you'd like to keep it, update it, or just chat — reply here or call/text anytime.

— InkThorn Crustacean Web Development
   hello@inkthorn.ai | inkthorn.ai/crustacean"
Bayou Flava Food,"Blackwater Rd, Baker, LA 70714, USA",(225) 485-9176,,0,restaurant,https://www.google.com/maps/place/?q=place_id:ChIJB8kMMvSZJoYR9TcBJbhcsw8,OPERATIONAL,2026-03-28T15:17:02.330Z,"Hi there,

I noticed that Bayou Flava Food doesn't have a website yet — so I went ahead and built one for you.

It's live at: [DEMO_URL]

You have reviews on Google that are bringing people in. A website will help you convert that attention into more customers.

We build and maintain professional websites for Baton Rouge businesses starting at $39/month — and you can see exactly what you're getting before you pay anything.

If you'd like to keep it, update it, or just chat — reply here or call/text anytime.

— InkThorn Crustacean Web Development
   hello@inkthorn.ai | inkthorn.ai/crustacean"
Pass A Dozen Tamale,"14415 Greenwell Springs Rd, Greenwell Springs, LA 70739, USA",,3.4,7,restaurant,https://www.google.com/maps/place/?q=place_id:ChIJx33bx3q9JoYRJ8hknnaflK8,OPERATIONAL,2026-03-28T15:17:04.487Z,"Hi there,

I noticed that Pass A Dozen Tamale doesn't have a website yet — so I went ahead and built one for you.

It's live at: [DEMO_URL]

You have a 3.4⭐ rating with 7 reviews on Google — that's a real asset. A website will help you convert that attention into more customers.

We build and maintain professional websites for Baton Rouge businesses starting at $39/month — and you can see exactly what you're getting before you pay anything.

If you'd like to keep it, update it, or just chat — reply here or call/text anytime.

— InkThorn Crustacean Web Development
   hello@inkthorn.ai | inkthorn.ai/crustacean"
Asian Pearl Chinese Restaurant,"4641 Main St, Zachary, LA 70791, USA",(225) 658-8288,4.5,377,restaurant,https://www.google.com/maps/place/?q=place_id:ChIJn2s-uUKcJoYRTMVZPc7LR48,OPERATIONAL,2026-03-28T15:17:04.816Z,"Hi there,

I noticed that Asian Pearl Chinese Restaurant doesn't have a website yet — so I went ahead and built one for you.

It's live at: [DEMO_URL]

You have a 4.5⭐ rating with 377 reviews on Google — that's a real asset. A website will help you convert that attention into more customers.

We build and maintain professional websites for Baton Rouge businesses starting at $39/month — and you can see exactly what you're getting before you pay anything.

If you'd like to keep it, update it, or just chat — reply here or call/text anytime.

— InkThorn Crustacean Web Development
   hello@inkthorn.ai | inkthorn.ai/crustacean"
Ceces Cajun Cuisine,"12345, Zachary, LA 70791, USA",,,0,restaurant,https://www.google.com/maps/place/?q=place_id:ChIJEflES5SdJoYR3CH7gFpBnqs,OPERATIONAL,2026-03-28T15:17:06.990Z,"Hi there,

I noticed that Ceces Cajun Cuisine doesn't have a website yet — so I went ahead and built one for you.

It's live at: [DEMO_URL]

You have reviews on Google that are bringing people in. A website will help you convert that attention into more customers.

We build and maintain professional websites for Baton Rouge businesses starting at $39/month — and you can see exactly what you're getting before you pay anything.

If you'd like to keep it, update it, or just chat — reply here or call/text anytime.

— InkThorn Crustacean Web Development
   hello@inkthorn.ai | inkthorn.ai/crustacean"
Sunshine Snowballs,"6201 LA-19, Zachary, LA 70791, USA",,,0,restaurant,https://www.google.com/maps/place/?q=place_id:ChIJ69mAvHidJoYRzllZvuEqLlY,OPERATIONAL,2026-03-28T15:17:06.990Z,"Hi there,

I noticed that Sunshine Snowballs doesn't have a website yet — so I went ahead and built one for you.

It's live at: [DEMO_URL]

You have reviews on Google that are bringing people in. A website will help you convert that attention into more customers.

We build and maintain professional websites for Baton Rouge businesses starting at $39/month — and you can see exactly what you're getting before you pay anything.

If you'd like to keep it, update it, or just chat — reply here or call/text anytime.

— InkThorn Crustacean Web Development
   hello@inkthorn.ai | inkthorn.ai/crustacean"
Oishi Sushi & Grill,"5465 Main St, Zachary, LA 70791, USA",(225) 654-3328,4.3,138,restaurant,https://www.google.com/maps/place/?q=place_id:ChIJi74na1KdJoYR4Z5Gfp1aE1c,OPERATIONAL,2026-03-28T15:17:06.990Z,"Hi there,

I noticed that Oishi Sushi & Grill doesn't have a website yet — so I went ahead and built one for you.

It's live at: [DEMO_URL]

You have a 4.3⭐ rating with 138 reviews on Google — that's a real asset. A website will help you convert that attention into more customers.

We build and maintain professional websites for Baton Rouge businesses starting at $39/month — and you can see exactly what you're getting before you pay anything.

If you'd like to keep it, update it, or just chat — reply here or call/text anytime.

— InkThorn Crustacean Web Development
   hello@inkthorn.ai | inkthorn.ai/crustacean"
MVP - The King of Flavor,"3845 LA-19, Zachary, LA 70791, USA",(225) 418-2183,4.9,24,restaurant,https://www.google.com/maps/place/?q=place_id:ChIJW4qwdgCdJoYRY6zXJuWGzWA,OPERATIONAL,2026-03-28T15:17:06.990Z,"Hi there,

I noticed that MVP - The King of Flavor doesn't have a website yet — so I went ahead and built one for you.

It's live at: [DEMO_URL]

You have a 4.9⭐ rating with 24 reviews on Google — that's a real asset. A website will help you convert that attention into more customers.

We build and maintain professional websites for Baton Rouge businesses starting at $39/month — and you can see exactly what you're getting before you pay anything.

If you'd like to keep it, update it, or just chat — reply here or call/text anytime.

— InkThorn Crustacean Web Development
   hello@inkthorn.ai | inkthorn.ai/crustacean"
E-Z Buffet,"6363 Main St, Zachary, LA 70791, USA",(225) 654-0008,4,221,restaurant,https://www.google.com/maps/place/?q=place_id:ChIJfxarOpCdJoYR45VYRIcLn5k,OPERATIONAL,2026-03-28T15:17:06.990Z,"Hi there,

I noticed that E-Z Buffet doesn't have a website yet — so I went ahead and built one for you.

It's live at: [DEMO_URL]

You have a 4⭐ rating with 221 reviews on Google — that's a real asset. A website will help you convert that attention into more customers.

We build and maintain professional websites for Baton Rouge businesses starting at $39/month — and you can see exactly what you're getting before you pay anything.

If you'd like to keep it, update it, or just chat — reply here or call/text anytime.

— InkThorn Crustacean Web Development
   hello@inkthorn.ai | inkthorn.ai/crustacean"
Palmetto Grill,"2100 Coppermill Blvd, Zachary, LA 70791, USA",(225) 286-4020,3.6,7,restaurant,https://www.google.com/maps/place/?q=place_id:ChIJi-qCgA2dJoYRVLO3h-bHWHE,OPERATIONAL,2026-03-28T15:17:09.151Z,"Hi there,

I noticed that Palmetto Grill doesn't have a website yet — so I went ahead and built one for you.

It's live at: [DEMO_URL]

You have a 3.6⭐ rating with 7 reviews on Google — that's a real asset. A website will help you convert that attention into more customers.

We build and maintain professional websites for Baton Rouge businesses starting at $39/month — and you can see exactly what you're getting before you pay anything.

If you'd like to keep it, update it, or just chat — reply here or call/text anytime.

— InkThorn Crustacean Web Development
   hello@inkthorn.ai | inkthorn.ai/crustacean"
